,China,India,United States
1960,,,
1961,,,
1962,,,
1963,,,
1964,,,
1965,,,
1966,,,
1967,,,
1968,,,
1969,,,
1970,,,
1971,,,
1972,,,
1973,,,
1974,,,
1975,,13.8880238001686,
1976,,16.8863022716248,
1977,,14.5944441988572,
1978,,14.2162364258735,
1979,,10.695918182962,
1980,,9.27104075857953,
1981,,10.100158204858,
1982,7.58958385984067,10.9856459244786,
1983,9.76105095896503,13.505419317598,
1984,6.61442691129369,14.6672021030753,
1985,6.36970960224014,19.1470509981572,
1986,8.34258792034677,28.4831084438931,
1987,7.99967191272075,27.8445018083083,
1988,8.5067382015998,26.6977098412376,
1989,10.1016352161233,26.5236308066954,
1990,10.61087782865,27.1649347717067,
1991,10.8471167581194,26.7618728355772,
1992,9.38499580272947,25.4384275810079,
1993,10.2438423904561,25.1974013511108,
1994,8.13551420499848,29.7222092147053,
1995,8.98416222815204,30.5446476375183,
1996,8.32007878237502,25.4117956076489,
1997,11.5007594228784,24.5403661403625,
1998,8.70614978223589,22.4906010281906,
1999,9.17518947476203,15.5898678884257,
2000,7.10365634221398,15.3785252750562,
2001,6.09499146981097,12.7873723803292,
2002,5.08765834133732,16.0936630679547,
2003,3.02695463642206,20.4370578603135,
2004,1.27949109885197,7.72064797144166,
2005,1.09628764086999,9.68673187832864,
2006,0.850106942984024,3.04097340030301,
2007,0.645147457761912,4.08674197262603,
2008,0.585786185578993,4.67088966817266,
2009,0.63504326598963,2.42993180000253,
2010,0.768929630666259,1.74480879947485,
2011,0.657141959874656,1.7610880638326,
2012,0.446124159147646,1.68235421098899,
2013,0.480039992306932,2.26107481576509,
2014,0.544490697183815,2.70826109311248,
2015,1.34005981208142,3.08583603985883,
2016,0.763737304766045,5.06408163934111,
2017,0.691453049447116,2.78304119910956,
2018,0.734223632345877,4.23273227574918,
2019,1.01216063370734,2.90807415383996,
2020,1.13417715479413,5.12885262296047,
2021,1.29780022208048,2.43281784750629,
2022,1.87991569124785,2.24606582150958,
2023,,,
Unnamed: 68,,,
