,China,India,United States
1960,,,
1961,,,
1962,,,
1963,,,
1964,,,
1965,,,
1966,,,
1967,,,
1968,,,
1969,,,
1970,,,
1971,,13.3546609007128,
1972,,13.6361027084753,
1973,,14.8580826947513,
1974,,18.3087258224956,
1975,,14.888831931646,
1976,,25.5632172484829,
1977,,39.4782682776715,
1978,,50.3389249125613,
1979,,64.9541726945825,
1980,,57.9529008030199,
1981,174.30692170964,36.0712230552189,
1982,205.162267972859,30.5890373518057,
1983,206.328840704897,26.8054435519184,
1984,176.040677769512,26.0528462937761,
1985,101.08886065368,24.3820432247951,
1986,69.2154412790343,23.3360780230479,
1987,63.5351375936359,21.5475206419755,
1988,55.9662988208573,15.4934589336195,
1989,51.3049176967183,10.9174439093907,
1990,62.3413783151308,6.75373608549618,
1991,79.9297533528531,8.97557783016512,
1992,34.2611184412349,10.867260825399,
1993,31.7658609678923,16.0676385248745,
1994,57.3982850273413,24.7408254960678,
1995,67.8599791892689,24.3736131718362,
1996,86.5866890253679,26.4876066129941,
1997,99.6891756523615,30.1781699926886,
1998,105.983119794166,31.1658971217028,
1999,108.458543224852,36.0848593077683,
2000,117.721046974955,40.5996797790178,
2001,119.391393823767,49.2972814106673,
2002,160.536099662391,67.7196714862146,
2003,200.887343913492,87.2587269811448,
2004,251.839641153722,106.459372005668,
2005,290.848050701713,113.721097540285,
2006,331.094072844704,111.612105248727,
2007,409.362840457539,135.539270475798,
2008,508.778446517509,113.346273242114,
2009,539.696971805164,111.068783299851,
2010,392.293617225978,103.461319152171,
2011,308.731219860373,89.3361512583746,
2012,295.03728433131,76.5267053788125,
2013,262.102630204063,69.7708394619796,
2014,219.302852538992,71.0548132506625,
2015,255.31058222747,73.7878403060619,
2016,219.085442069193,79.3986952137364,
2017,189.13045865071,80.6554701626196,
2018,161.514934701142,76.5897509037982,
2019,152.443123731408,82.6123941762793,
2020,144.320949030118,104.468842983349,
2021,126.854795528111,104.329764836502,
2022,138.434322085297,91.9650191839871,
2023,,,
Unnamed: 68,,,
